query_cid,query_smiles,query_energy,query_functional_group,query_formula,rank,ref_cid,ref_smiles,ref_status,distance
111067280,CC(C)NC(=O)NC1=CC=C(C=C1)CN=C(N)N2CCN(CC2)C(=O)OC(C)(C)C,-1.942236781120414,Urea,C21H34N6O3,2,111883779,CC(C)(C)OC(=O)NCCNC(=NC)NCC1=CC(=CC=C1)NC(=O)N2CCCC2,Success,0.000424
111067280,CC(C)NC(=O)NC1=CC=C(C=C1)CN=C(N)N2CCN(CC2)C(=O)OC(C)(C)C,-1.942236781120414,Urea,C21H34N6O3,3,10067420,CC1=CC=CC=C1NC(=O)NCCCC[C@H](CO)NC(=O)OC(C)(C)C,Success,0.000572
111067280,CC(C)NC(=O)NC1=CC=C(C=C1)CN=C(N)N2CCN(CC2)C(=O)OC(C)(C)C,-1.942236781120414,Urea,C21H34N6O3,4,9998934,CC1=CC=CC=C1NC(=O)NCCCC[C@@H](CO)NC(=O)OC(C)(C)C,Success,0.000575
111067280,CC(C)NC(=O)NC1=CC=C(C=C1)CN=C(N)N2CCN(CC2)C(=O)OC(C)(C)C,-1.942236781120414,Urea,C21H34N6O3,5,168490022,CC(C)(C)OC(=O)N1CCC(CC1)CNC(=O)NC2=CC=CC(=C2)N,Success,0.000582
119309807,CCCC(C(=O)NC1=C(C=C(C=C1)C(=O)N2CCCC2)C)N,-1.705482110381297,Amine_primary,C17H25N3O2,1,119305980,CC1CCCN(C1)C(=O)C2=CC(=C(C=C2)NC(=O)[C@H](C)N)C,Success,0.000161
119309807,CCCC(C(=O)NC1=C(C=C(C=C1)C(=O)N2CCCC2)C)N,-1.705482110381297,Amine_primary,C17H25N3O2,2,119283009,CC1CCN(CC1)C(=O)C2=CC(=C(C=C2)NC(=O)[C@H](C)N)C,Success,0.000163
119309807,CCCC(C(=O)NC1=C(C=C(C=C1)C(=O)N2CCCC2)C)N,-1.705482110381297,Amine_primary,C17H25N3O2,3,119305936,CC1CCCCN1C(=O)C2=CC(=C(C=C2)NC(=O)[C@H](C)N)C,Success,0.000194
119309807,CCCC(C(=O)NC1=C(C=C(C=C1)C(=O)N2CCCC2)C)N,-1.705482110381297,Amine_primary,C17H25N3O2,4,119310034,CCCC(C(=O)NC1=CC=CC(=C1C)C(=O)N2CCCC2)N,Success,0.000276
119309807,CCCC(C(=O)NC1=C(C=C(C=C1)C(=O)N2CCCC2)C)N,-1.705482110381297,Amine_primary,C17H25N3O2,5,119685409,CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)[C@@H]2CCCCN2,Success,0.000404
54300267,COC1=C(C=CC(=C1)N)C=NNC(=NN=CC2=C(C=C(C=C2)N)OC)N,-1.7473320364952087,Azine,C17H21N7O2,1,3023267,COC1=C(C=C(C=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=CC(=CC(=C3)N)N,Success,0.001023
54300267,COC1=C(C=CC(=C1)N)C=NNC(=NN=CC2=C(C=C(C=C2)N)OC)N,-1.7473320364952087,Azine,C17H21N7O2,2,20746866,COC1=C(C=CC(=C1)N)N=N,Success,0.001035
54300267,COC1=C(C=CC(=C1)N)C=NNC(=NN=CC2=C(C=C(C=C2)N)OC)N,-1.7473320364952087,Azine,C17H21N7O2,3,134179881,COC1=CC(=C(C=C1)N=N)N,Success,0.001054
54300267,COC1=C(C=CC(=C1)N)C=NNC(=NN=CC2=C(C=C(C=C2)N)OC)N,-1.7473320364952087,Azine,C17H21N7O2,4,168604629,COC1=CC(=C(C=C1)C2=CC(=CC=C2)N=C(N)N=C(N)N)OC,Success,0.001058
54300267,COC1=C(C=CC(=C1)N)C=NNC(=NN=CC2=C(C=C(C=C2)N)OC)N,-1.7473320364952087,Azine,C17H21N7O2,5,22834,COC1=C(C=C(C=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N,Success,0.001059
165112538,C1CNNC1C2=NC=C(C=C2)OCCCCC3=CN=C(C=C3)C(=O)O,-1.7568313479426365,Carboxylic_acid,C18H22N4O3,1,165112539,C1CNNC1C2=NC=C(C=C2)OCCCCC3=NC(=CC=C3)C(=O)O,Success,0.000406
165112538,C1CNNC1C2=NC=C(C=C2)OCCCCC3=CN=C(C=C3)C(=O)O,-1.7568313479426365,Carboxylic_acid,C18H22N4O3,2,136555428,CCOC1=CC=C(C=C1)C2CCCN2CC3=CN=C(C=N3)C(=O)O,Success,0.000724
165112538,C1CNNC1C2=NC=C(C=C2)OCCCCC3=CN=C(C=C3)C(=O)O,-1.7568313479426365,Carboxylic_acid,C18H22N4O3,3,137344409,CCOC1=CC=CC=C1CN(CC2=CN=C(C=N2)C(=O)O)C3CC3,Success,0.000899
165112538,C1CNNC1C2=NC=C(C=C2)OCCCCC3=CN=C(C=C3)C(=O)O,-1.7568313479426365,Carboxylic_acid,C18H22N4O3,4,137340960,CC(C)N(CC1=CC=CC=C1OC)CC2=CN=C(C=N2)C(=O)O,Success,0.000904
165112538,C1CNNC1C2=NC=C(C=C2)OCCCCC3=CN=C(C=C3)C(=O)O,-1.7568313479426365,Carboxylic_acid,C18H22N4O3,5,137344664,CC(C)C(C1=CC=C(C=C1)OC)N(C)CC2=CN=C(C=N2)C(=O)O,Success,0.000920
1925117,CN1C(=C(C(=O)N(C1=S)C)C=NCCN2CCNCC2)O,-1.864661470055978,Phenol,C13H21N5O2S,1,1879774,CCN1C(=C(C(=O)N(C1=S)CC)C=NCCN2CCOCC2)O,Success,0.000829
1925117,CN1C(=C(C(=O)N(C1=S)C)C=NCCN2CCNCC2)O,-1.864661470055978,Phenol,C13H21N5O2S,2,1877300,CCN1C(=C(C(=O)NC1=S)C=NCCN2CCNCC2)O,Success,0.000886
1925117,CN1C(=C(C(=O)N(C1=S)C)C=NCCN2CCNCC2)O,-1.864661470055978,Phenol,C13H21N5O2S,3,1978555,C1CC1N2C(=C(C(=O)NC2=S)C=NCCN3CCNCC3)O,Success,0.000943
1925117,CN1C(=C(C(=O)N(C1=S)C)C=NCCN2CCNCC2)O,-1.864661470055978,Phenol,C13H21N5O2S,4,3450360,CC(=O)N1CCN(CC1)CCN=CC2=C(N(C(=S)N(C2=O)C)C)O,Success,0.000994
1925117,CN1C(=C(C(=O)N(C1=S)C)C=NCCN2CCNCC2)O,-1.864661470055978,Phenol,C13H21N5O2S,5,136268575,CCN1C(=C(C(=O)NC1=S)C=NCCCN2CCOCC2)O,Success,0.001075
3077499,C1=CC=C(C(=C1)C[C@@H](C(=O)O)N)CP(=O)(CC2=CC=CC=C2C[C@@H](C(=O)O)N)O,-1.8060358613731182,Phosphinate,C20H25N2O6P,1,14899830,C1=CC=C(C(=C1)CC(C(=O)O)N)CP(=O)(CC2=CC=CC=C2CC(C(=O)O)N)O,Success,0.000088
3077499,C1=CC=C(C(=C1)C[C@@H](C(=O)O)N)CP(=O)(CC2=CC=CC=C2C[C@@H](C(=O)O)N)O,-1.8060358613731182,Phosphinate,C20H25N2O6P,2,71051090,C1=CC(=CC(=C1)CP(=O)(CC2=CC=CC(=C2)CC(C(=O)O)N)O)CC(C(=O)O)N,Success,0.000443
3077499,C1=CC=C(C(=C1)C[C@@H](C(=O)O)N)CP(=O)(CC2=CC=CC=C2C[C@@H](C(=O)O)N)O,-1.8060358613731182,Phosphinate,C20H25N2O6P,3,9887527,C1=CC=C(C=C1)CNC(C2=CC=CC=C2)P(=O)(CC(CCC(=O)O)C(=O)O)O,Success,0.000916
3077499,C1=CC=C(C(=C1)C[C@@H](C(=O)O)N)CP(=O)(CC2=CC=CC=C2C[C@@H](C(=O)O)N)O,-1.8060358613731182,Phosphinate,C20H25N2O6P,4,7707381,C1[C@@H]([C@H](C2=CC=CC=C21)C(=O)O)P(=O)(CN)O,Success,0.000925
3077499,C1=CC=C(C(=C1)C[C@@H](C(=O)O)N)CP(=O)(CC2=CC=CC=C2C[C@@H](C(=O)O)N)O,-1.8060358613731182,Phosphinate,C20H25N2O6P,5,7707385,C1[C@@H]([C@@H](C2=CC=CC=C21)C(=O)O)P(=O)(CN)O,Success,0.000926
90145172,CCOP(=O)(OCC)OCCCCNC(=O)C1=CC(=O)C=CC1=O,-1.7080297917128746,Phosphine_oxide,C15H22NO7P,1,91477449,CC(C)C(C(=O)C)NC(=O)C=C(C(=O)COC)OC,Success,0.001293
90145172,CCOP(=O)(OCC)OCCCCNC(=O)C1=CC(=O)C=CC1=O,-1.7080297917128746,Phosphine_oxide,C15H22NO7P,2,13925027,CCOC(=O)NC(=O)/C(=C/N1CCOCC1)/C(=O)C,Success,0.001357
90145172,CCOP(=O)(OCC)OCCCCNC(=O)C1=CC(=O)C=CC1=O,-1.7080297917128746,Phosphine_oxide,C15H22NO7P,3,174878836,CCOP(=O)(OCC)OC(C)(C1=CC(=O)C(=CC1=O)SCC=C)N,Success,0.001401
90145172,CCOP(=O)(OCC)OCCCCNC(=O)C1=CC(=O)C=CC1=O,-1.7080297917128746,Phosphine_oxide,C15H22NO7P,4,144594747,CC(=O)/C=C/CCNC(=O)C1=COOCC1,Success,0.001419
90145172,CCOP(=O)(OCC)OCCCCNC(=O)C1=CC(=O)C=CC1=O,-1.7080297917128746,Phosphine_oxide,C15H22NO7P,5,90111246,CN(C)C(=O)C=CC(=O)C=C,Success,0.001433
136623250,C1NC2=C(N1CCN(CCC(=O)O)CCP(=O)(O)O)N=C(NC2=O)N,-1.9668363332750687,Phosphonic_acid,C12H21N6O6P,1,137199123,C=CN(CCN(CCC(=O)O)CCP(=O)(O)O)C1=C(C(=O)NC(=N1)N)N,Success,0.000796
136623250,C1NC2=C(N1CCN(CCC(=O)O)CCP(=O)(O)O)N=C(NC2=O)N,-1.9668363332750687,Phosphonic_acid,C12H21N6O6P,2,136623239,C1NC2=C(N1CCN(CCP(=O)(O)O)CC(=O)O)N=C(NC2=O)N,Success,0.000801
136623250,C1NC2=C(N1CCN(CCC(=O)O)CCP(=O)(O)O)N=C(NC2=O)N,-1.9668363332750687,Phosphonic_acid,C12H21N6O6P,3,136997146,CCC(C(=O)O)N(CCN1CNC2=C1N=C(NC2=O)N)CCP(=O)(O)O,Success,0.001016
136623250,C1NC2=C(N1CCN(CCC(=O)O)CCP(=O)(O)O)N=C(NC2=O)N,-1.9668363332750687,Phosphonic_acid,C12H21N6O6P,4,137199124,C=CN(CCN(CCP(=O)(O)O)CCP(=O)(O)O)C1=C(C(=O)NC(=N1)N)N,Success,0.001091
136623250,C1NC2=C(N1CCN(CCC(=O)O)CCP(=O)(O)O)N=C(NC2=O)N,-1.9668363332750687,Phosphonic_acid,C12H21N6O6P,5,136644875,CCOC(=O)CN(CCN1CNC2=C1N=C(NC2=O)N)CCP(=O)(O)O,Success,0.001098
130244089,C1CN(S(=O)C1)C2=CC=C(C=C2)N3C=C(N=N3)C4=CC5=C(C=CC(=C5)F)NC4=O,-1.7809659987690338,Sulfoxide,C20H16FN5O2S,1,130228953,CC(=O)N(C)C1=CC=C(C=C1)N2C=C(N=N2)C3=CC4=C(C=CC(=C4)F)NC3=O,Success,0.001132
130244089,C1CN(S(=O)C1)C2=CC=C(C=C2)N3C=C(N=N3)C4=CC5=C(C=CC(=C5)F)NC4=O,-1.7809659987690338,Sulfoxide,C20H16FN5O2S,2,137423185,C1CN(S(=O)(=O)C1)C2=CC=C(C=C2)N3C=C(N=N3)C4=CC5=C(C=CC(=C5)F)NC4=O,Success,0.001201
130244089,C1CN(S(=O)C1)C2=CC=C(C=C2)N3C=C(N=N3)C4=CC5=C(C=CC(=C5)F)NC4=O,-1.7809659987690338,Sulfoxide,C20H16FN5O2S,3,130243865,C1CCN(C1)S(=O)C2=CC=C(C=C2)N3C=C(N=N3)C4=CC5=C(C=CC(=C5)F)NC4=O,Success,0.001248
130244089,C1CN(S(=O)C1)C2=CC=C(C=C2)N3C=C(N=N3)C4=CC5=C(C=CC(=C5)F)NC4=O,-1.7809659987690338,Sulfoxide,C20H16FN5O2S,4,166364579,CC(=O)NC1=CC=C(C=C1)C2=CN(N=N2)CC3=CC4=C(C=C(C=C4)F)NC3=O,Success,0.001253
130244089,C1CN(S(=O)C1)C2=CC=C(C=C2)N3C=C(N=N3)C4=CC5=C(C=CC(=C5)F)NC4=O,-1.7809659987690338,Sulfoxide,C20H16FN5O2S,5,60574005,CS(=O)(=O)CCNC(=O)C1=C(N(N=C1)C2=CC=C(C=C2)F)N3C=CC=C3,Success,0.001259
162867227,CS(=O)CCCCC(=N)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,-1.7132947295904728,Sulfoxide,C12H23NO6S2,1,162860365,CS(=O)CCCCCC(=N)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,Success,0.000653
162867227,CS(=O)CCCCC(=N)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,-1.7132947295904728,Sulfoxide,C12H23NO6S2,2,162860364,CS(=O)CCCCCC(=N)SC1C(C(C(C(O1)CO)O)O)O,Success,0.000745
162867227,CS(=O)CCCCC(=N)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,-1.7132947295904728,Sulfoxide,C12H23NO6S2,3,162867226,CS(=O)CCCCC(=N)SC1C(C(C(C(O1)CO)O)O)O,Success,0.000750
162867227,CS(=O)CCCCC(=N)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,-1.7132947295904728,Sulfoxide,C12H23NO6S2,4,102435464,CS(=O)CCCCN=CS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,Success,0.000918
162867227,CS(=O)CCCCC(=N)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,-1.7132947295904728,Sulfoxide,C12H23NO6S2,5,171771224,CC1[C@H]([C@H]([C@@H]([C@H](S1=O)CCC2(COC2)O)O)O)O,Success,0.001011
18238737,CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CO)NC(=O)C(C)N,-2.029868543148325,Alcohol,C18H30N6O6,1,18236851,CC(C)CC(C(=O)NC(CO)C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(C)N,Success,0.000003
18238737,CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CO)NC(=O)C(C)N,-2.029868543148325,Alcohol,C18H30N6O6,2,22702758,CC(C)CC(C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC1=CN=CN1)C(=O)O)N,Success,0.000015
18238737,CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CO)NC(=O)C(C)N,-2.029868543148325,Alcohol,C18H30N6O6,3,18300343,CC(C)CC(C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CC1=CN=CN1)C(=O)O)N,Success,0.000017
18238737,CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CO)NC(=O)C(C)N,-2.029868543148325,Alcohol,C18H30N6O6,4,18238700,CC(C)CC(C(=O)O)NC(=O)C(CC1=CN=CN1)NC(=O)C(CO)NC(=O)C(C)N,Success,0.000028
18238737,CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CO)NC(=O)C(C)N,-2.029868543148325,Alcohol,C18H30N6O6,5,18236065,CC(C)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC1=CN=CN1)NC(=O)C(C)N,Success,0.000029
163529701,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,-1.8709007650614922,Aniline,C20H18N8O2,1,77014393,C1=CC(=CC(=C1)NC(=O)C2=CSC(=N2)N)CNC3=NC=NC4=C3C=CC=C4C(=O)N,Success,0.001109
163529701,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,-1.8709007650614922,Aniline,C20H18N8O2,2,66763961,C1=CC(=CC(=C1)NC(=O)C2=CC=NN2)CNC3=NC=NC4=C3C=CC=C4C(=O)N,Success,0.001119
163529701,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,-1.8709007650614922,Aniline,C20H18N8O2,3,90034318,C1=CC=C(C=C1)C2=C(NC(=C2)C3=CC(=NC=N3)N)C(=O)N,Success,0.001205
163529701,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,-1.8709007650614922,Aniline,C20H18N8O2,4,57843238,C1=CC=C(C=C1)NC2=NC3=C(C=CC=C3N=C2C(=O)N)N,Success,0.001292
163529701,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N,-1.8709007650614922,Aniline,C20H18N8O2,5,166396945,C1=CC(=CC(=C1)NC(=O)C2=CN=CC(=N2)N)CNC(=O)C3=CC=C(C=C3)C(=O)N,Success,0.001293
92277571,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,-1.8530914783479489,Phosphate_ester,C10H14N5O7PS,1,171381407,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N[13C](=[15N]C2=S)[15NH2],Success,0.000040
92277571,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,-1.8530914783479489,Phosphate_ester,C10H14N5O7PS,2,3034646,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,Success,0.000040
92277571,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,-1.8530914783479489,Phosphate_ester,C10H14N5O7PS,3,92277570,C1=NC2=C(N1[C@@H]3[C@@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,Success,0.000058
92277571,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,-1.8530914783479489,Phosphate_ester,C10H14N5O7PS,4,92277573,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,Success,0.000062
92277571,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,-1.8530914783479489,Phosphate_ester,C10H14N5O7PS,5,92277572,C1=NC2=C(N1[C@@H]3[C@H]([C@@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=S)N,Success,0.000088
142633985,C1CN(C(CN1P(=O)(O)O)C(=O)O)CCCP(=O)(O)O,-1.7370166778566727,Phosphonic_acid,C8H18N2O8P2,1,87691568,CC(C(=O)O)N(CC=C)P(=O)(O)O,Success,0.001060
142633985,C1CN(C(CN1P(=O)(O)O)C(=O)O)CCCP(=O)(O)O,-1.7370166778566727,Phosphonic_acid,C8H18N2O8P2,2,86063484,C1CC(N(C1)P(=O)(O)O)C(=O)O,Success,0.001089
142633985,C1CN(C(CN1P(=O)(O)O)C(=O)O)CCCP(=O)(O)O,-1.7370166778566727,Phosphonic_acid,C8H18N2O8P2,3,22392332,CN1CCC(C1P(=O)(O)O)P(=O)(O)O,Success,0.001091
142633985,C1CN(C(CN1P(=O)(O)O)C(=O)O)CCCP(=O)(O)O,-1.7370166778566727,Phosphonic_acid,C8H18N2O8P2,4,91440465,C1C[C@H](N(C1)P(=O)(O)O)C(=O)O,Success,0.001101
142633985,C1CN(C(CN1P(=O)(O)O)C(=O)O)CCCP(=O)(O)O,-1.7370166778566727,Phosphonic_acid,C8H18N2O8P2,5,9816897,C=C1CCN(CC1)C(P(=O)(O)O)P(=O)(O)O,Success,0.001120
122560753,C1CCN(C1)C2=C(C=C(C=C2)C(=O)NCCC3=NC=CN3)Cl,-1.7463649809361073,Pyrrole_N,C16H19ClN4O,1,66129742,CCCN1C=NC=C1CNC2=C(C=CC(=C2)C(=O)NC)Cl,Success,0.000606
122560753,C1CCN(C1)C2=C(C=C(C=C2)C(=O)NCCC3=NC=CN3)Cl,-1.7463649809361073,Pyrrole_N,C16H19ClN4O,2,62956661,CCCN1C=CN=C1CNC2=C(C=CC(=C2)C(=O)NC)Cl,Success,0.000650
122560753,C1CCN(C1)C2=C(C=C(C=C2)C(=O)NCCC3=NC=CN3)Cl,-1.7463649809361073,Pyrrole_N,C16H19ClN4O,3,66131706,CC(C)N1C=NC=C1CNC2=C(C=CC(=C2)C(=O)NC)Cl,Success,0.000706
122560753,C1CCN(C1)C2=C(C=C(C=C2)C(=O)NCCC3=NC=CN3)Cl,-1.7463649809361073,Pyrrole_N,C16H19ClN4O,4,90651024,CN(CC1=NC=CN1)C(=O)C2=CC(=C(C=C2)N3CCCC3)Cl,Success,0.000750
122560753,C1CCN(C1)C2=C(C=C(C=C2)C(=O)NCCC3=NC=CN3)Cl,-1.7463649809361073,Pyrrole_N,C16H19ClN4O,5,66132154,CCCN1C=NC=C1CNC2=CC(=C(C=C2)Cl)C(=O)NC,Success,0.000796
24637415,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CC(C3=CC(=CC=C3)Br)NC(=O)N,-1.8361033052208313,Urea,C19H20BrN5O4S,1,24637355,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CC(C3=CC=CC=C3)NC(=O)N,Success,0.001074
24637415,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CC(C3=CC(=CC=C3)Br)NC(=O)N,-1.8361033052208313,Urea,C19H20BrN5O4S,2,24637427,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CCNC(=O)C3=CC=C(C=C3)Br,Success,0.001399
24637415,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CC(C3=CC(=CC=C3)Br)NC(=O)N,-1.8361033052208313,Urea,C19H20BrN5O4S,3,24637360,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CNC(=O)NCC3=CC=C(C=C3)F,Success,0.001581
24637415,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CC(C3=CC(=CC=C3)Br)NC(=O)N,-1.8361033052208313,Urea,C19H20BrN5O4S,4,24638327,CC(C(=O)NNC(=O)CC(C1=CC(=CC=C1)Br)NC(=O)N)OC2=CC=C(C=C2)F,Success,0.001625
24637415,C1OC2=C(O1)C=C(C=C2)CNC(=S)NNC(=O)CC(C3=CC(=CC=C3)Br)NC(=O)N,-1.8361033052208313,Urea,C19H20BrN5O4S,5,24635769,C1OC2=C(O1)C=C(C=C2)C(=O)NNC(=O)CC(C3=CC(=CC=C3)Br)NC(=O)N,Success,0.001631
166659397,CCCC[C@H]1C(=O)N(CCN1)[C@](CCCC)(CN2CCC(CC2)CC(=O)N)C=O,-1.9255309402943226,Aldehyde,C22H40N4O3,1,166659345,C[C@H]1C[C@@H](CCN1C[C@](CC(C)C)(C=O)N2CCN[C@H](C2=O)CC(C)C)CC(=O)N,Success,0.000266
166659397,CCCC[C@H]1C(=O)N(CCN1)[C@](CCCC)(CN2CCC(CC2)CC(=O)N)C=O,-1.9255309402943226,Aldehyde,C22H40N4O3,2,166659396,CCCC[C@H]1C(=O)N(CCN1)[C@](CC2CC2)(CN3CCC(CC3)CC(=O)N)C=O,Success,0.000427
166659397,CCCC[C@H]1C(=O)N(CCN1)[C@](CCCC)(CN2CCC(CC2)CC(=O)N)C=O,-1.9255309402943226,Aldehyde,C22H40N4O3,3,166659424,CCCC[C@@](CN1CCC(CC1)CC(=O)N)(C=O)N2CCN[C@H](C2=O)CC3CC3,Success,0.000429
166659397,CCCC[C@H]1C(=O)N(CCN1)[C@](CCCC)(CN2CCC(CC2)CC(=O)N)C=O,-1.9255309402943226,Aldehyde,C22H40N4O3,4,166659425,CC(C)C[C@H]1C(=O)N(CCN1)[C@](CC(C)C)(CN2CCC3(CC2)CC(=O)NC3)C=O,Success,0.000557
166659397,CCCC[C@H]1C(=O)N(CCN1)[C@](CCCC)(CN2CCC(CC2)CC(=O)N)C=O,-1.9255309402943226,Aldehyde,C22H40N4O3,5,89234336,CC(C)(C)NCC(=O)NCC1(CCCCC1)CC=O,Success,0.000596
88555293,CC1=C=COC(=C1C2=C(C=CC(=C2)N)N3CCC(CC3)N4CCN(CC4)C)C,-1.8603402227164452,Aniline,C23H32N4O,1,122535276,CCCN(CCN1CCN(CC1)C2=CC=CC=C2OC=N)C3CCC4=C(C3)SCN4,Success,0.000688
88555293,CC1=C=COC(=C1C2=C(C=CC(=C2)N)N3CCC(CC3)N4CCN(CC4)C)C,-1.8603402227164452,Aniline,C23H32N4O,2,143978630,CC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)SC)OC)N,Success,0.000742
88555293,CC1=C=COC(=C1C2=C(C=CC(=C2)N)N3CCC(CC3)N4CCN(CC4)C)C,-1.8603402227164452,Aniline,C23H32N4O,3,59144108,CN1CCCC1CCN2CCSC3=C2C=CC(=C3)N,Success,0.000797
88555293,CC1=C=COC(=C1C2=C(C=CC(=C2)N)N3CCC(CC3)N4CCN(CC4)C)C,-1.8603402227164452,Aniline,C23H32N4O,4,69951813,CC1=C(OC(=C2C1=C(C(C2)(C)CN3CCN(CC3)C4=CC=CC=C4)N)C)C,Success,0.000806
88555293,CC1=C=COC(=C1C2=C(C=CC(=C2)N)N3CCC(CC3)N4CCN(CC4)C)C,-1.8603402227164452,Aniline,C23H32N4O,5,59144087,C1CCN(CC1)CCN2CCSC3=C2C=CC(=C3)N,Success,0.000849
112179813,CCNC(=NCC1=CN(N=C1)C2=CC=C(C=C2)Cl)NC3CCN(CC3)CC(=O)NC,-2.04754450917261,Imine,C21H30ClN7O,1,112171645,CC(C)NC(=O)CN1CCN(CC1)C(=NC)NCC2=CN(N=C2)C3=CC=C(C=C3)Cl,Success,0.000495
112179813,CCNC(=NCC1=CN(N=C1)C2=CC=C(C=C2)Cl)NC3CCN(CC3)CC(=O)NC,-2.04754450917261,Imine,C21H30ClN7O,2,111741086,CN=C(NCCCC(=O)NC1=CC=C(C=C1)Cl)N2CCC(C2)C3=CN(N=C3)C,Success,0.000652
112179813,CCNC(=NCC1=CN(N=C1)C2=CC=C(C=C2)Cl)NC3CCN(CC3)CC(=O)NC,-2.04754450917261,Imine,C21H30ClN7O,3,109818665,CCC(=O)N1CCC(C1)NC(=NCC2=CN(N=C2)C3=CC=C(C=C3)Cl)NCC,Success,0.000684
112179813,CCNC(=NCC1=CN(N=C1)C2=CC=C(C=C2)Cl)NC3CCN(CC3)CC(=O)NC,-2.04754450917261,Imine,C21H30ClN7O,4,109802934,CC(C)C(=O)N1CCC(C1)NC(=NC)NCC2=CN(N=C2)C3=CC=C(C=C3)Cl,Success,0.000684
112179813,CCNC(=NCC1=CN(N=C1)C2=CC=C(C=C2)Cl)NC3CCN(CC3)CC(=O)NC,-2.04754450917261,Imine,C21H30ClN7O,5,109519771,CNC(=O)CC1CCN(CC1)C(=NC)NCC2=CN(N=C2)C3=CC=C(C=C3)Cl,Success,0.000699
87506115,C[C@@]1([C@@H]([C@@H]([C@H](O1)COP(=O)(O)O)O)O)N2C=NC3=C2NC(=NC3=S)N,-1.8870321065189728,Phosphonic_acid,C11H16N5O7PS,1,90663189,CN1C(=S)C2=C(N=C1N)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O,Success,0.001021
